uri,notation,label_german
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2093140,LK 93140,"Hessen, Thüringen, Sachsen | Länder | Kunstgewerbe in deutschen Ländern und Landschaften | Kunstgewerbe | Deutsche Kunstgeschichte nach Gattungen | Deutschland | Kunst nach Ländern bzw. Kontinenten | Kunstgeschichte | allgemein"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LV%2052265,LV 52265,Mitteldeutsche | Deutsche | Völker mit indogermanischen Sprachen | Volkslieder der Landschaften und Völker | Volksgesang | Volksmusik in Europa und Amerika - Tonträger | Musikalische Volks- und Völkerkunde: Tonträger | III. Tonträger | Musikwissenschaft | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/MG%2021050,MG 21050,"Hessen | Bundesrepublik Deutschland | Westeuropa, Mitteleuropa | Europa, Nordamerika | Politische Systeme einzelner Länder | Politologie | Verfassungs- und Gesetzestexte"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/MY%204055,MY 4055,Mittel- und Westdeutschland | Deutschland (insgesamt) | Mitteleuropa | Europa | Gesamtdarstellungen zur Militärwissenschaft und zum Militärwesen | Allgemeines zur Militärwissenschaft | Militärwissenschaft | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ND%201550,ND 1550,Archivinventare und Beschreibungen einzelner Archive Deutschlands und der ehemaligen deutschen Ostgebiete | Archivkunde | Historische Hilfswissenschaften | Geschichte | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NN%202884,NN 2884,"Einzelne Persönlichkeiten | Karl V. (1519 - 1555) | Geschichte des Reichs (1517 - 1555) | Zeitalter der Reformation (1517 - 1555) | Neuere Geschichte | Geschichte | Philipp (Hessen, Landgraf, I.)"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NQ%206930,NQ 6930,Einzelne Länder | Deutsche Länder seit 1945 | Bundesrepublik Deutschland (bis 1990) | Deutsche Geschichte seit 1945 | Geschichte seit 1918 | Geschichte | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203790,NR 3790,"Hessen (Hessen-Darmstadt, Nassau, Hessen-Kassel) | Deutsche Landesgeschichte im Einzelnen (einschl. ehemaliger deutscher Gebiete) | Landes- und Stadtgeschichte (Allgemeine, Deutsche und Österreichische Landes- und Stadtgeschichte, Ausländische Stadtgeschichte, Geschichte der Auslanddeutschen) | Geschichte | Quellen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203795,NR 3795,"Hessen (Hessen-Darmstadt, Nassau, Hessen-Kassel) | Deutsche Landesgeschichte im Einzelnen (einschl. ehemaliger deutscher Gebiete) | Landes- und Stadtgeschichte (Allgemeine, Deutsche und Österreichische Landes- und Stadtgeschichte, Ausländische Stadtgeschichte, Geschichte der Auslanddeutschen) | Geschichte | Darstellungsreihen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203800,NR 3800,"Hessen (Hessen-Darmstadt, Nassau, Hessen-Kassel) | Deutsche Landesgeschichte im Einzelnen (einschl. ehemaliger deutscher Gebiete) | Landes- und Stadtgeschichte (Allgemeine, Deutsche und Österreichische Landes- und Stadtgeschichte, Ausländische Stadtgeschichte, Geschichte der Auslanddeutschen) | Geschichte | Landesgeschichte"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203900,NR 3900,"Hessen (Hessen-Darmstadt, Nassau, Hessen-Kassel) | Deutsche Landesgeschichte im Einzelnen (einschl. ehemaliger deutscher Gebiete) | Landes- und Stadtgeschichte (Allgemeine, Deutsche und Österreichische Landes- und Stadtgeschichte, Ausländische Stadtgeschichte, Geschichte der Auslanddeutschen) | Geschichte | Landschaftsgeschichte"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203950,NR 3950,"Hessen (Hessen-Darmstadt, Nassau, Hessen-Kassel) | Deutsche Landesgeschichte im Einzelnen (einschl. ehemaliger deutscher Gebiete) | Landes- und Stadtgeschichte (Allgemeine, Deutsche und Österreichische Landes- und Stadtgeschichte, Ausländische Stadtgeschichte, Geschichte der Auslanddeutschen) | Geschichte | Einzelbeiträge"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203960,NR 3960,"Hessen (Hessen-Darmstadt, Nassau, Hessen-Kassel) | Deutsche Landesgeschichte im Einzelnen (einschl. ehemaliger deutscher Gebiete) | Landes- und Stadtgeschichte (Allgemeine, Deutsche und Österreichische Landes- und Stadtgeschichte, Ausländische Stadtgeschichte, Geschichte der Auslanddeutschen) | Geschichte | Kirchengeschichte (allgemein)"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203965,NR 3965,"Hessen (Hessen-Darmstadt, Nassau, Hessen-Kassel) | Deutsche Landesgeschichte im Einzelnen (einschl. ehemaliger deutscher Gebiete) | Landes- und Stadtgeschichte (Allgemeine, Deutsche und Österreichische Landes- und Stadtgeschichte, Ausländische Stadtgeschichte, Geschichte der Auslanddeutschen) | Geschichte | Kloster- und Stiftsgeschichte"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%204270,NR 4270,"Hessen (Hessen-Darmstadt, Nassau, Hessen-Kassel) | Deutsche Landesgeschichte im Einzelnen (einschl. ehemaliger deutscher Gebiete) | Landes- und Stadtgeschichte (Allgemeine, Deutsche und Österreichische Landes- und Stadtgeschichte, Ausländische Stadtgeschichte, Geschichte der Auslanddeutschen) | Geschichte | Burgen, Schlösser, Residenzen und Herrensitze"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060060,NZ 60060,Allgemeines | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Geschichte der regionalhistorischen Forschung in Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060290,NZ 60290,"Vor- und Frühgeschichte, Römerzeit und Völkerwanderung, Archäologie | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Geschichte der Archäologie in Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060300,NZ 60300,"Politische Geschichte Hessens | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Gesamtdarstellungen, epochenübergreifende Darstellungen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061000,NZ 61000,Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Landgrafschaft Hessen (1247-1567)
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061010,NZ 61010,Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Landgrafschaft Hessen-Kassel (1567-1806)
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061020,NZ 61020,Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Landgrafschaft Hessen-Darmstadt (1567-1806)
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061030,NZ 61030,Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Hessische Nebenlinien
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061350,NZ 61350,Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Herzogtum Nassau (1806-1866)
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061400,NZ 61400,Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Provinz Hessen-Nassau (1866-1933)
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061500,NZ 61500,Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Volksstaat Hessen (1918-1933)
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061250,NZ 61250,Großherzogtum Hessen-Darmstadt (1806-1918) | Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Allgemeine Darstellungen. Einzelnes
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061260,NZ 61260,Großherzogtum Hessen-Darmstadt (1806-1918) | Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Demagogenverfolgung
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061270,NZ 61270,Großherzogtum Hessen-Darmstadt (1806-1918) | Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Revolution 1848
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061300,NZ 61300,Kurfürstentum Hessen-Kassel (1814-1866) | Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Allgemeine Darstellungen. Einzelnes
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2064250,NZ 64250,Geschichte und Beschreibung einzelner Regionen | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Nordhessen (Nordhessisches Bergland)
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2064850,NZ 64850,Geschichte und Beschreibung einzelner Regionen | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Frühere hessische Gebiete
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2065000,NZ 65000,Regierende Häuser | Geschichte einzelner Familien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Hessen gesamt
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2067000,NZ 67000,Biografien hessischer Persönlichkeiten | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Übergreifende Darstellungen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2067100,NZ 67100,Biografien hessischer Persönlichkeiten | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Einzelne Personen A-Z
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PL%20451,PL 451,Das Landesverfassungsrecht | Staatsrecht und Verfassungsrecht | Staatsrecht und Verfassungsgeschichte | Rechtswissenschaft | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PN%20325,PN 325,"Das Kommunalrecht der einzelnen Länder, Gemeindeverfassung | Kommunalrecht (BF Gemeinderecht) | Besonderes Verwaltungsrecht | Verwaltungswissenschaften und Verwaltungsrecht | Rechtswissenschaft | Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PN%20365,PN 365,Das materielle Recht der öffentlichen Sicherheit und Ordnung der Bundesländer | Recht der öffentlichen Sicherheit und Ordnung | Besonderes Verwaltungsrecht | Verwaltungswissenschaften und Verwaltungsrecht | Rechtswissenschaft | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PN%20385,PN 385,Polizeiorganisation | Recht der öffentlichen Sicherheit und Ordnung | Besonderes Verwaltungsrecht | Verwaltungswissenschaften und Verwaltungsrecht | Rechtswissenschaft | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PW%202732,PW 2732,"Partikularrechtsquellen der Neuzeit einschließlich zeitgenössischer Darstellungen und Erläuterungen | Quellen | Deutsche und ausländische Rechtsgeschichte | Rechtswissenschaft | Hessen, Nassau"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PW%208290,PW 8290,Rechtsgeschichte der deutschen Länder | Deutsche und ausländische Rechtsgeschichte | Rechtswissenschaft | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/QG%20330,QG 330,Süddeutschland | Bundesrepublik Deutschland | Deutschland | Europa | Wirtschaftskunde und Allgemeines. Länderstatistisches und regionalstatistisches Material. Wirtschaftspolitik (einschließlich Stellungnahmen dazu) in einzelnen Ländern | Wirtschaftswissenschaften | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/TP%205066,TP 5066,Mittel- und Westdeutschland | Deutschland (Westliche Länder) | Deutschland | Mitteleuropa | Europa | Regionale Geologie | Geowissenschaften | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/TP%205070,TP 5070,Hessen | Mittel- und Westdeutschland | Deutschland (Westliche Länder) | Deutschland | Mitteleuropa | Europa | Regionale Geologie | Geowissenschaften | Westhessisches Berg- und Beckenland
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/TP%205072,TP 5072,Hessen | Mittel- und Westdeutschland | Deutschland (Westliche Länder) | Deutschland | Mitteleuropa | Europa | Regionale Geologie | Geowissenschaften | Wetterau und Rhein-Main-Gebiet
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WI%207450,WI 7450,Mittel- und Westdeutschland | Deutschland | Deutsches Sprachgebiet | Mitteleuropa | Europa | Regionale Ökologie und Biogeografie: Vegetation und Tierwelt einzelner Gebiete. | Regionale Ökologie und Biogeografie | Ökologie | Biologie | Hessen
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WP%201112,WP 1112,"Deutschland <westliche Länder> | Deutsches Sprachgebiet insgesamt, Deutschland und angrenzende Gebiete Mitteleuropas und Zentraleuropas (Deutschland, Österreich, Schweiz) insgesamt | Paläarktis, Eurosibirien, Europa | Regional begrenzte Abhandlungen zur Fauna insgesamt. Bestimmungsbücher bestimmter Gebiete | Spezielle (taxonomische) Zoologie | Biologie | Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WR%202612,WR 2612,"Deutschland <westliche Länder> | Deutsches Sprachgebiet insgesamt, Deutschland und angrenzende Gebiete Mitteleuropas und Zentraleuropas (Deutschland, Österreich, Schweiz) insgesamt | Paläarktis, Eurosibirien, Europa | Faunistik der Fische. Regional begrenzte Bestimmungsbücher. Ichthyologische Faunen einzelner Gebiete | Pisces (Fische), Gesamtdarstellungen der Fischkunde | Gnathostomata (Kiefermäuler) | Vertebrata, Craniota (Wirbeltiere) | Chordata (Chordatiere) | Bilateria (Bilateralsymmetrische Tiere) | Spezielle (taxonomische) Zoologie | Biologie | Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WR%208112,WR 8112,"Deutschland <westliche Länder> | Deutsches Sprachgebiet insgesamt, Deutschland und angrenzende Gebiete Mitteleuropas und Zentraleuropas (Deutschland, Österreich, Schweiz) insgesamt | Paläarktis, Eurosibirien, Europa | Regionalschlüssel zur Einordnung von floristischer und faunistischer Literatur | Reptilia, Faunistik und regional begrenzte Bestimmungsbücher | Amniota (Amnioten) | Vertebrata, Craniota (Wirbeltiere) | Chordata (Chordatiere) | Bilateria (Bilateralsymmetrische Tiere) | Spezielle (taxonomische) Zoologie | Biologie | Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WU%204012,WU 4012,"Deutschland <westliche Länder> | Deutsches Sprachgebiet insgesamt, Deutschland und angrenzende Gebiete Mitteleuropas und Zentraleuropas (Deutschland, Österreich, Schweiz) insgesamt | Paläarktis, Eurosibirien, Europa | Spezielle Anthropologie | Anthropologie | Biologie | Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZA%2080814,ZA 80814,"Deutschland | Mitteleuropa | Europa | Agrargeschichte einzelner Länder | Agrargeschichte | Agrargeschichte und -geografie | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZB%2052914,ZB 52914,"Deutschland | Mitteleuropa | Europa | Dorf und Dorfentwicklung | Raum- und Siedlungssoziologie | Land- und Agrarsoziologie | Wirtschafts- und Sozialwissenschaften | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2050014,ZC 50014,"Deutschland | Mitteleuropa | Europa | Allgemeines | Gartenbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2053214,ZC 53214,"Deutschland | Mitteleuropa | Europa | Gärten und Parks | Garten- und Landschaftsgestaltung | Gartenbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2054014,ZC 54014,"Deutschland | Mitteleuropa | Europa | Allgemeines | Obstbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2058014,ZC 58014,"Deutschland | Mitteleuropa | Europa | Allgemeines | Weinbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2058414,ZC 58414,"Deutschland | Mitteleuropa | Europa | Geschichte des Weinbaus | Weinbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2073014,ZC 73014,"Deutschland | Mitteleuropa | Europa | Forstgeografie | Forstwesen | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2073514,ZC 73514,"Deutschland | Mitteleuropa | Europa | Forstwirtschaft einzelner Länder/Gebiete | Forstwesen | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2085814,ZC 85814,"Deutschland | Mitteleuropa | Europa | Forstgeschichte einzelner Länder / Gebiete | Forstgeschichte | Forstwesen | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2011014,ZD 11014,"Deutschland | Mitteleuropa | Europa | Allgemeines | Tierzucht | Nutztierwissenschaften | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2053014,ZD 53014,"Deutschland | Mitteleuropa | Europa | Wohnbauten,  Bauernhof | Landbautechnik | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2064014,ZD 64014,"Deutschland | Mitteleuropa | Europa | Allgemeines | Wasserwirtschaft | Kulturtechnik | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2067014,ZD 67014,"Deutschland | Mitteleuropa | Europa | Trinkwasserversorgung | Wasserwirtschaft | Kulturtechnik | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZG%209314,ZG 9314,"Deutschland | Mitteleuropa | Europa | Technik in einzelnen Ländern | Technik allgemein | Technik | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZH%209014,ZH 9014,"Deutschland | Mitteleuropa | Europa | Allgemeines und Länderliste | Raumplanung,Städtebau, Stadtplanung | Architektur | Technik | Rheinland-Pfalz, Saarland, Hessen"
https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZO%205914,ZO 5914,"Deutschland | Mitteleuropa | Europa | Schienenverkehr in einzelnen Ländern | Schienenverkehr, Eisenbahnwesen | Verkehr, Transport | Technik | Rheinland-Pfalz, Saarland, Hessen"
